"","code","month_year","employment","province"
"1696",11,2020-04-01,57014,"Loja"
"1697",11,2020-05-01,55837,"Loja"
"1698",11,2020-06-01,55258,"Loja"
"1699",11,2020-07-01,54777,"Loja"
"1700",11,2020-08-01,54638,"Loja"
"1701",11,2020-09-01,54204,"Loja"
"1702",11,2020-10-01,54596,"Loja"
"1703",11,2020-11-01,54619,"Loja"
"1704",11,2020-12-01,54499,"Loja"
"1705",11,2021-01-01,54152,"Loja"
"1706",11,2021-02-01,54370,"Loja"
"1707",11,2021-03-01,54242,"Loja"
"1708",11,2021-04-01,54562,"Loja"
"1709",11,2021-05-01,55625,"Loja"
"1710",11,2021-06-01,55963,"Loja"
"1711",11,2021-07-01,56102,"Loja"
"1712",11,2021-08-01,56447,"Loja"
"1713",11,2021-09-01,56233,"Loja"
"1714",11,2021-10-01,56862,"Loja"
"1715",11,2021-11-01,56651,"Loja"
"1716",11,2021-12-01,56967,"Loja"
"1717",12,2009-01-01,26659,"Los Ríos"
"1718",12,2009-02-01,26001,"Los Ríos"
"1719",12,2009-03-01,26890,"Los Ríos"
"1720",12,2009-04-01,28602,"Los Ríos"
"1721",12,2009-05-01,29820,"Los Ríos"
"1722",12,2009-06-01,30476,"Los Ríos"
"1723",12,2009-07-01,31355,"Los Ríos"
"1724",12,2009-08-01,32062,"Los Ríos"
"1725",12,2009-09-01,33108,"Los Ríos"
"1726",12,2009-10-01,33256,"Los Ríos"
"1727",12,2009-11-01,33576,"Los Ríos"
"1728",12,2009-12-01,33667,"Los Ríos"
"1729",12,2010-01-01,32990,"Los Ríos"
"1730",12,2010-02-01,33383,"Los Ríos"
"1731",12,2010-03-01,34051,"Los Ríos"
"1732",12,2010-04-01,34629,"Los Ríos"
"1733",12,2010-05-01,35352,"Los Ríos"
"1734",12,2010-06-01,36326,"Los Ríos"
"1735",12,2010-07-01,36763,"Los Ríos"
"1736",12,2010-08-01,37545,"Los Ríos"
"1737",12,2010-09-01,38254,"Los Ríos"
"1738",12,2010-10-01,38413,"Los Ríos"
"1739",12,2010-11-01,38612,"Los Ríos"
"1740",12,2010-12-01,38782,"Los Ríos"
"1741",12,2011-01-01,38242,"Los Ríos"
"1742",12,2011-02-01,38960,"Los Ríos"
"1743",12,2011-03-01,39571,"Los Ríos"
"1744",12,2011-04-01,41173,"Los Ríos"
"1745",12,2011-05-01,42699,"Los Ríos"
"1746",12,2011-06-01,44745,"Los Ríos"
"1747",12,2011-07-01,46344,"Los Ríos"
"1748",12,2011-08-01,47397,"Los Ríos"
"1749",12,2011-09-01,48031,"Los Ríos"
"1750",12,2011-10-01,48317,"Los Ríos"
"1751",12,2011-11-01,48391,"Los Ríos"
"1752",12,2011-12-01,49003,"Los Ríos"
"1753",12,2012-01-01,49531,"Los Ríos"
"1754",12,2012-02-01,49493,"Los Ríos"
"1755",12,2012-03-01,50083,"Los Ríos"
"1756",12,2012-04-01,50526,"Los Ríos"
"1757",12,2012-05-01,50883,"Los Ríos"
"1758",12,2012-06-01,51340,"Los Ríos"
"1759",12,2012-07-01,51570,"Los Ríos"
"1760",12,2012-08-01,51578,"Los Ríos"
"1761",12,2012-09-01,52431,"Los Ríos"
"1762",12,2012-10-01,52746,"Los Ríos"
"1763",12,2012-11-01,52839,"Los Ríos"
"1764",12,2012-12-01,52580,"Los Ríos"
"1765",12,2013-01-01,52493,"Los Ríos"
"1766",12,2013-02-01,53068,"Los Ríos"
"1767",12,2013-03-01,52693,"Los Ríos"
"1768",12,2013-04-01,54661,"Los Ríos"
"1769",12,2013-05-01,55347,"Los Ríos"
"1770",12,2013-06-01,55884,"Los Ríos"
"1771",12,2013-07-01,56396,"Los Ríos"
"1772",12,2013-08-01,56968,"Los Ríos"
"1773",12,2013-09-01,57165,"Los Ríos"
"1774",12,2013-10-01,57217,"Los Ríos"
"1775",12,2013-11-01,57072,"Los Ríos"
"1776",12,2013-12-01,56775,"Los Ríos"
"1777",12,2014-01-01,55607,"Los Ríos"
"1778",12,2014-02-01,58004,"Los Ríos"
"1779",12,2014-03-01,57275,"Los Ríos"
"1780",12,2014-04-01,57501,"Los Ríos"
"1781",12,2014-05-01,58268,"Los Ríos"
"1782",12,2014-06-01,58924,"Los Ríos"
"1783",12,2014-07-01,59599,"Los Ríos"
"1784",12,2014-08-01,60682,"Los Ríos"
"1785",12,2014-09-01,61158,"Los Ríos"
"1786",12,2014-10-01,61668,"Los Ríos"
"1787",12,2014-11-01,61930,"Los Ríos"
"1788",12,2014-12-01,61562,"Los Ríos"
"1789",12,2015-01-01,61190,"Los Ríos"
"1790",12,2015-02-01,61571,"Los Ríos"
"1791",12,2015-03-01,61494,"Los Ríos"
"1792",12,2015-04-01,61842,"Los Ríos"
"1793",12,2015-05-01,62668,"Los Ríos"
"1794",12,2015-06-01,63413,"Los Ríos"
"1795",12,2015-07-01,63635,"Los Ríos"
"1796",12,2015-08-01,63831,"Los Ríos"
"1797",12,2015-09-01,64518,"Los Ríos"
"1798",12,2015-10-01,64379,"Los Ríos"
"1799",12,2015-11-01,63917,"Los Ríos"
"1800",12,2015-12-01,63051,"Los Ríos"
"1801",12,2016-01-01,61818,"Los Ríos"
"1802",12,2016-02-01,62355,"Los Ríos"
"1803",12,2016-03-01,62322,"Los Ríos"
"1804",12,2016-04-01,63024,"Los Ríos"
"1805",12,2016-05-01,65495,"Los Ríos"
"1806",12,2016-06-01,65721,"Los Ríos"
"1807",12,2016-07-01,66086,"Los Ríos"
"1808",12,2016-08-01,66468,"Los Ríos"
"1809",12,2016-09-01,66029,"Los Ríos"
"1810",12,2016-10-01,65885,"Los Ríos"
"1811",12,2016-11-01,65803,"Los Ríos"
"1812",12,2016-12-01,65373,"Los Ríos"
"1813",12,2017-01-01,65587,"Los Ríos"
"1814",12,2017-02-01,66036,"Los Ríos"
"1815",12,2017-03-01,66452,"Los Ríos"
"1816",12,2017-04-01,65895,"Los Ríos"
"1817",12,2017-05-01,66258,"Los Ríos"
"1818",12,2017-06-01,66225,"Los Ríos"
"1819",12,2017-07-01,66283,"Los Ríos"
"1820",12,2017-08-01,66751,"Los Ríos"
"1821",12,2017-09-01,66631,"Los Ríos"
"1822",12,2017-10-01,66691,"Los Ríos"
"1823",12,2017-11-01,66843,"Los Ríos"
"1824",12,2017-12-01,66519,"Los Ríos"
"1825",12,2018-01-01,66605,"Los Ríos"
"1826",12,2018-02-01,66772,"Los Ríos"
"1827",12,2018-03-01,67172,"Los Ríos"
"1828",12,2018-04-01,68428,"Los Ríos"
"1829",12,2018-05-01,68936,"Los Ríos"
"1830",12,2018-06-01,69279,"Los Ríos"
"1831",12,2018-07-01,69836,"Los Ríos"
"1832",12,2018-08-01,70065,"Los Ríos"
"1833",12,2018-09-01,70309,"Los Ríos"
"1834",12,2018-10-01,70510,"Los Ríos"
"1835",12,2018-11-01,70573,"Los Ríos"
"1836",12,2018-12-01,70279,"Los Ríos"
"1837",12,2019-01-01,69715,"Los Ríos"
"1838",12,2019-02-01,69205,"Los Ríos"
"1839",12,2019-03-01,69134,"Los Ríos"
"1840",12,2019-04-01,68853,"Los Ríos"
"1841",12,2019-05-01,69673,"Los Ríos"
"1842",12,2019-06-01,70237,"Los Ríos"
"1843",12,2019-07-01,70693,"Los Ríos"
"1844",12,2019-08-01,70541,"Los Ríos"
"1845",12,2019-09-01,71004,"Los Ríos"
"1846",12,2019-10-01,70892,"Los Ríos"
"1847",12,2019-11-01,71408,"Los Ríos"
"1848",12,2019-12-01,70727,"Los Ríos"
"1849",12,2020-01-01,69798,"Los Ríos"
"1850",12,2020-02-01,69786,"Los Ríos"
"1851",12,2020-03-01,69289,"Los Ríos"
"1852",12,2020-04-01,68464,"Los Ríos"
"1853",12,2020-05-01,67590,"Los Ríos"
"1854",12,2020-06-01,67597,"Los Ríos"
"1855",12,2020-07-01,67513,"Los Ríos"
"1856",12,2020-08-01,67790,"Los Ríos"
"1857",12,2020-09-01,67883,"Los Ríos"
"1858",12,2020-10-01,67480,"Los Ríos"
"1859",12,2020-11-01,67622,"Los Ríos"
"1860",12,2020-12-01,66908,"Los Ríos"
"1861",12,2021-01-01,66066,"Los Ríos"
"1862",12,2021-02-01,65823,"Los Ríos"
"1863",12,2021-03-01,65724,"Los Ríos"
"1864",12,2021-04-01,65850,"Los Ríos"
"1865",12,2021-05-01,66512,"Los Ríos"
"1866",12,2021-06-01,66754,"Los Ríos"
"1867",12,2021-07-01,66871,"Los Ríos"
"1868",12,2021-08-01,67047,"Los Ríos"
"1869",12,2021-09-01,67511,"Los Ríos"
"1870",12,2021-10-01,66830,"Los Ríos"
"1871",12,2021-11-01,67229,"Los Ríos"
"1872",12,2021-12-01,66400,"Los Ríos"
"1873",13,2009-01-01,79800,"Manabí"
"1874",13,2009-02-01,78271,"Manabí"
"1875",13,2009-03-01,78407,"Manabí"
"1876",13,2009-04-01,81636,"Manabí"
"1877",13,2009-05-01,83321,"Manabí"
"1878",13,2009-06-01,84333,"Manabí"
"1879",13,2009-07-01,85407,"Manabí"
"1880",13,2009-08-01,86575,"Manabí"
"1881",13,2009-09-01,87110,"Manabí"
"1882",13,2009-10-01,87469,"Manabí"
"1883",13,2009-11-01,88272,"Manabí"
"1884",13,2009-12-01,88874,"Manabí"
"1885",13,2010-01-01,89131,"Manabí"
"1886",13,2010-02-01,89241,"Manabí"
"1887",13,2010-03-01,89903,"Manabí"
"1888",13,2010-04-01,91572,"Manabí"
"1889",13,2010-05-01,93284,"Manabí"
"1890",13,2010-06-01,96054,"Manabí"
"1891",13,2010-07-01,97026,"Manabí"
"1892",13,2010-08-01,98261,"Manabí"
"1893",13,2010-09-01,99429,"Manabí"
"1894",13,2010-10-01,101037,"Manabí"
"1895",13,2010-11-01,102208,"Manabí"
"1896",13,2010-12-01,103332,"Manabí"
"1897",13,2011-01-01,104610,"Manabí"
"1898",13,2011-02-01,105294,"Manabí"
"1899",13,2011-03-01,107108,"Manabí"
"1900",13,2011-04-01,109935,"Manabí"
"1901",13,2011-05-01,112137,"Manabí"
"1902",13,2011-06-01,115841,"Manabí"
"1903",13,2011-07-01,118024,"Manabí"
"1904",13,2011-08-01,120433,"Manabí"
"1905",13,2011-09-01,121964,"Manabí"
"1906",13,2011-10-01,122480,"Manabí"
"1907",13,2011-11-01,124775,"Manabí"
"1908",13,2011-12-01,125136,"Manabí"
"1909",13,2012-01-01,125182,"Manabí"
"1910",13,2012-02-01,125890,"Manabí"
"1911",13,2012-03-01,127026,"Manabí"
"1912",13,2012-04-01,128373,"Manabí"
"1913",13,2012-05-01,129693,"Manabí"
"1914",13,2012-06-01,132217,"Manabí"
"1915",13,2012-07-01,134457,"Manabí"
"1916",13,2012-08-01,135714,"Manabí"
"1917",13,2012-09-01,135736,"Manabí"
"1918",13,2012-10-01,137759,"Manabí"
"1919",13,2012-11-01,139873,"Manabí"
"1920",13,2012-12-01,140341,"Manabí"
"1921",13,2013-01-01,139830,"Manabí"
"1922",13,2013-02-01,141359,"Manabí"
"1923",13,2013-03-01,140231,"Manabí"
"1924",13,2013-04-01,142540,"Manabí"
"1925",13,2013-05-01,144486,"Manabí"
"1926",13,2013-06-01,145037,"Manabí"
"1927",13,2013-07-01,146367,"Manabí"
"1928",13,2013-08-01,147008,"Manabí"
"1929",13,2013-09-01,147573,"Manabí"
"1930",13,2013-10-01,148906,"Manabí"
"1931",13,2013-11-01,149421,"Manabí"
"1932",13,2013-12-01,148746,"Manabí"
"1933",13,2014-01-01,148691,"Manabí"
"1934",13,2014-02-01,149513,"Manabí"
"1935",13,2014-03-01,149846,"Manabí"
"1936",13,2014-04-01,150774,"Manabí"
"1937",13,2014-05-01,152493,"Manabí"
"1938",13,2014-06-01,153971,"Manabí"
"1939",13,2014-07-01,155082,"Manabí"
"1940",13,2014-08-01,156726,"Manabí"
"1941",13,2014-09-01,157074,"Manabí"
"1942",13,2014-10-01,158059,"Manabí"
"1943",13,2014-11-01,159310,"Manabí"
"1944",13,2014-12-01,158406,"Manabí"
"1945",13,2015-01-01,158041,"Manabí"
"1946",13,2015-02-01,157820,"Manabí"
"1947",13,2015-03-01,156889,"Manabí"
"1948",13,2015-04-01,156611,"Manabí"
"1949",13,2015-05-01,158053,"Manabí"
"1950",13,2015-06-01,158912,"Manabí"
"1951",13,2015-07-01,158642,"Manabí"
"1952",13,2015-08-01,157758,"Manabí"
"1953",13,2015-09-01,157853,"Manabí"
"1954",13,2015-10-01,157355,"Manabí"
"1955",13,2015-11-01,156650,"Manabí"
"1956",13,2015-12-01,154911,"Manabí"
"1957",13,2016-01-01,153880,"Manabí"
"1958",13,2016-02-01,153194,"Manabí"
"1959",13,2016-03-01,151971,"Manabí"
"1960",13,2016-04-01,150227,"Manabí"
"1961",13,2016-05-01,148222,"Manabí"
"1962",13,2016-06-01,147648,"Manabí"
"1963",13,2016-07-01,148788,"Manabí"
"1964",13,2016-08-01,149874,"Manabí"
"1965",13,2016-09-01,149887,"Manabí"
"1966",13,2016-10-01,151342,"Manabí"
"1967",13,2016-11-01,151477,"Manabí"
"1968",13,2016-12-01,151403,"Manabí"
"1969",13,2017-01-01,151782,"Manabí"
"1970",13,2017-02-01,151930,"Manabí"
"1971",13,2017-03-01,152814,"Manabí"
"1972",13,2017-04-01,153061,"Manabí"
"1973",13,2017-05-01,154933,"Manabí"
"1974",13,2017-06-01,155370,"Manabí"
"1975",13,2017-07-01,155017,"Manabí"
"1976",13,2017-08-01,155661,"Manabí"
"1977",13,2017-09-01,156307,"Manabí"
"1978",13,2017-10-01,157436,"Manabí"
"1979",13,2017-11-01,158728,"Manabí"
"1980",13,2017-12-01,158567,"Manabí"
"1981",13,2018-01-01,160213,"Manabí"
"1982",13,2018-02-01,159537,"Manabí"
"1983",13,2018-03-01,159398,"Manabí"
"1984",13,2018-04-01,160422,"Manabí"
"1985",13,2018-05-01,160956,"Manabí"
"1986",13,2018-06-01,161600,"Manabí"
"1987",13,2018-07-01,162461,"Manabí"
"1988",13,2018-08-01,162878,"Manabí"
"1989",13,2018-09-01,162830,"Manabí"
"1990",13,2018-10-01,163300,"Manabí"
"1991",13,2018-11-01,162854,"Manabí"
"1992",13,2018-12-01,162622,"Manabí"
"1993",13,2019-01-01,161292,"Manabí"
"1994",13,2019-02-01,160900,"Manabí"
"1995",13,2019-03-01,160597,"Manabí"
"1996",13,2019-04-01,161608,"Manabí"
"1997",13,2019-05-01,162522,"Manabí"
"1998",13,2019-06-01,161290,"Manabí"
"1999",13,2019-07-01,161323,"Manabí"
"2000",13,2019-08-01,161035,"Manabí"
"2001",13,2019-09-01,161567,"Manabí"
"2002",13,2019-10-01,161833,"Manabí"
"2003",13,2019-11-01,162063,"Manabí"
"2004",13,2019-12-01,161204,"Manabí"
"2005",13,2020-01-01,161767,"Manabí"
"2006",13,2020-02-01,161106,"Manabí"
"2007",13,2020-03-01,159908,"Manabí"
"2008",13,2020-04-01,157040,"Manabí"
"2009",13,2020-05-01,154286,"Manabí"
"2010",13,2020-06-01,152698,"Manabí"
"2011",13,2020-07-01,152245,"Manabí"
"2012",13,2020-08-01,152046,"Manabí"
"2013",13,2020-09-01,151271,"Manabí"
"2014",13,2020-10-01,151048,"Manabí"
"2015",13,2020-11-01,151434,"Manabí"
"2016",13,2020-12-01,150358,"Manabí"
"2017",13,2021-01-01,149785,"Manabí"
"2018",13,2021-02-01,149137,"Manabí"
"2019",13,2021-03-01,149454,"Manabí"
"2020",13,2021-04-01,148975,"Manabí"
"2021",13,2021-05-01,149885,"Manabí"
"2022",13,2021-06-01,150045,"Manabí"
"2023",13,2021-07-01,150606,"Manabí"
"2024",13,2021-08-01,151309,"Manabí"
"2025",13,2021-09-01,152132,"Manabí"
"2026",13,2021-10-01,152107,"Manabí"
"2027",13,2021-11-01,152540,"Manabí"
"2028",13,2021-12-01,152488,"Manabí"
"2029",14,2009-01-01,6912,"Morona Santiago"
"2030",14,2009-02-01,7463,"Morona Santiago"
"2031",14,2009-03-01,7567,"Morona Santiago"
"2032",14,2009-04-01,7734,"Morona Santiago"
"2033",14,2009-05-01,7813,"Morona Santiago"
"2034",14,2009-06-01,7859,"Morona Santiago"
"2035",14,2009-07-01,7690,"Morona Santiago"
"2036",14,2009-08-01,7393,"Morona Santiago"
"2037",14,2009-09-01,7980,"Morona Santiago"
"2038",14,2009-10-01,8262,"Morona Santiago"
"2039",14,2009-11-01,8329,"Morona Santiago"
"2040",14,2009-12-01,8385,"Morona Santiago"
"2041",14,2010-01-01,7906,"Morona Santiago"
"2042",14,2010-02-01,8369,"Morona Santiago"
"2043",14,2010-03-01,8497,"Morona Santiago"
"2044",14,2010-04-01,8553,"Morona Santiago"
"2045",14,2010-05-01,8605,"Morona Santiago"
"2046",14,2010-06-01,8834,"Morona Santiago"
"2047",14,2010-07-01,8835,"Morona Santiago"
"2048",14,2010-08-01,8959,"Morona Santiago"
"2049",14,2010-09-01,9155,"Morona Santiago"
"2050",14,2010-10-01,9340,"Morona Santiago"
"2051",14,2010-11-01,9460,"Morona Santiago"
"2052",14,2010-12-01,9642,"Morona Santiago"
"2053",14,2011-01-01,9257,"Morona Santiago"
"2054",14,2011-02-01,9942,"Morona Santiago"
"2055",14,2011-03-01,10178,"Morona Santiago"
"2056",14,2011-04-01,10495,"Morona Santiago"
"2057",14,2011-05-01,10734,"Morona Santiago"
"2058",14,2011-06-01,10990,"Morona Santiago"
"2059",14,2011-07-01,11097,"Morona Santiago"
"2060",14,2011-08-01,11235,"Morona Santiago"
"2061",14,2011-09-01,11455,"Morona Santiago"
"2062",14,2011-10-01,11837,"Morona Santiago"
"2063",14,2011-11-01,12189,"Morona Santiago"
"2064",14,2011-12-01,12193,"Morona Santiago"
"2065",14,2012-01-01,11718,"Morona Santiago"
"2066",14,2012-02-01,12039,"Morona Santiago"
"2067",14,2012-03-01,12630,"Morona Santiago"
"2068",14,2012-04-01,12798,"Morona Santiago"
"2069",14,2012-05-01,12710,"Morona Santiago"
"2070",14,2012-06-01,12803,"Morona Santiago"
"2071",14,2012-07-01,13067,"Morona Santiago"
"2072",14,2012-08-01,13192,"Morona Santiago"
"2073",14,2012-09-01,13188,"Morona Santiago"
"2074",14,2012-10-01,13436,"Morona Santiago"
"2075",14,2012-11-01,13828,"Morona Santiago"
"2076",14,2012-12-01,13827,"Morona Santiago"
"2077",14,2013-01-01,13869,"Morona Santiago"
"2078",14,2013-02-01,14168,"Morona Santiago"
"2079",14,2013-03-01,14238,"Morona Santiago"
"2080",14,2013-04-01,14252,"Morona Santiago"
"2081",14,2013-05-01,14309,"Morona Santiago"
"2082",14,2013-06-01,14300,"Morona Santiago"
"2083",14,2013-07-01,14258,"Morona Santiago"
"2084",14,2013-08-01,14258,"Morona Santiago"
"2085",14,2013-09-01,14357,"Morona Santiago"
"2086",14,2013-10-01,14404,"Morona Santiago"
"2087",14,2013-11-01,14434,"Morona Santiago"
"2088",14,2013-12-01,14339,"Morona Santiago"
"2089",14,2014-01-01,14147,"Morona Santiago"
"2090",14,2014-02-01,14314,"Morona Santiago"
"2091",14,2014-03-01,14308,"Morona Santiago"
"2092",14,2014-04-01,14292,"Morona Santiago"
"2093",14,2014-05-01,14461,"Morona Santiago"
"2094",14,2014-06-01,14464,"Morona Santiago"
"2095",14,2014-07-01,14540,"Morona Santiago"
"2096",14,2014-08-01,14678,"Morona Santiago"
"2097",14,2014-09-01,14725,"Morona Santiago"
"2098",14,2014-10-01,14847,"Morona Santiago"
"2099",14,2014-11-01,15063,"Morona Santiago"
"2100",14,2014-12-01,14901,"Morona Santiago"
"2101",14,2015-01-01,14743,"Morona Santiago"
"2102",14,2015-02-01,14857,"Morona Santiago"
"2103",14,2015-03-01,14920,"Morona Santiago"
"2104",14,2015-04-01,14932,"Morona Santiago"
"2105",14,2015-05-01,15076,"Morona Santiago"
"2106",14,2015-06-01,15155,"Morona Santiago"
"2107",14,2015-07-01,15055,"Morona Santiago"
"2108",14,2015-08-01,15053,"Morona Santiago"
"2109",14,2015-09-01,14997,"Morona Santiago"
"2110",14,2015-10-01,14886,"Morona Santiago"
"2111",14,2015-11-01,14848,"Morona Santiago"
"2112",14,2015-12-01,14765,"Morona Santiago"
"2113",14,2016-01-01,14300,"Morona Santiago"
"2114",14,2016-02-01,14398,"Morona Santiago"
"2115",14,2016-03-01,14460,"Morona Santiago"
"2116",14,2016-04-01,14394,"Morona Santiago"
"2117",14,2016-05-01,14564,"Morona Santiago"
"2118",14,2016-06-01,14253,"Morona Santiago"
"2119",14,2016-07-01,14324,"Morona Santiago"
"2120",14,2016-08-01,14451,"Morona Santiago"
"2121",14,2016-09-01,14403,"Morona Santiago"
"2122",14,2016-10-01,14629,"Morona Santiago"
"2123",14,2016-11-01,14640,"Morona Santiago"
"2124",14,2016-12-01,14587,"Morona Santiago"
"2125",14,2017-01-01,14185,"Morona Santiago"
"2126",14,2017-02-01,14336,"Morona Santiago"
"2127",14,2017-03-01,14515,"Morona Santiago"
"2128",14,2017-04-01,14715,"Morona Santiago"
"2129",14,2017-05-01,14884,"Morona Santiago"
"2130",14,2017-06-01,14827,"Morona Santiago"
"2131",14,2017-07-01,14623,"Morona Santiago"
"2132",14,2017-08-01,14695,"Morona Santiago"
"2133",14,2017-09-01,14735,"Morona Santiago"
"2134",14,2017-10-01,14841,"Morona Santiago"
"2135",14,2017-11-01,14851,"Morona Santiago"
"2136",14,2017-12-01,14768,"Morona Santiago"
"2137",14,2018-01-01,14795,"Morona Santiago"
"2138",14,2018-02-01,14995,"Morona Santiago"
"2139",14,2018-03-01,15184,"Morona Santiago"
"2140",14,2018-04-01,15138,"Morona Santiago"
"2141",14,2018-05-01,15253,"Morona Santiago"
"2142",14,2018-06-01,15424,"Morona Santiago"
"2143",14,2018-07-01,15562,"Morona Santiago"
"2144",14,2018-08-01,15717,"Morona Santiago"
"2145",14,2018-09-01,15756,"Morona Santiago"
"2146",14,2018-10-01,15828,"Morona Santiago"
"2147",14,2018-11-01,15813,"Morona Santiago"
"2148",14,2018-12-01,15818,"Morona Santiago"
"2149",14,2019-01-01,15530,"Morona Santiago"
"2150",14,2019-02-01,15552,"Morona Santiago"
"2151",14,2019-03-01,15641,"Morona Santiago"
"2152",14,2019-04-01,15730,"Morona Santiago"
"2153",14,2019-05-01,16197,"Morona Santiago"
"2154",14,2019-06-01,15780,"Morona Santiago"
"2155",14,2019-07-01,15665,"Morona Santiago"
"2156",14,2019-08-01,15578,"Morona Santiago"
"2157",14,2019-09-01,16035,"Morona Santiago"
"2158",14,2019-10-01,15907,"Morona Santiago"
"2159",14,2019-11-01,15929,"Morona Santiago"
"2160",14,2019-12-01,15867,"Morona Santiago"
"2161",14,2020-01-01,15577,"Morona Santiago"
"2162",14,2020-02-01,15691,"Morona Santiago"
"2163",14,2020-03-01,15629,"Morona Santiago"
"2164",14,2020-04-01,15308,"Morona Santiago"
"2165",14,2020-05-01,15296,"Morona Santiago"
"2166",14,2020-06-01,15236,"Morona Santiago"
"2167",14,2020-07-01,15246,"Morona Santiago"
"2168",14,2020-08-01,15296,"Morona Santiago"
"2169",14,2020-09-01,15006,"Morona Santiago"
"2170",14,2020-10-01,15113,"Morona Santiago"
"2171",14,2020-11-01,15104,"Morona Santiago"
"2172",14,2020-12-01,15058,"Morona Santiago"
"2173",14,2021-01-01,14980,"Morona Santiago"
"2174",14,2021-02-01,15018,"Morona Santiago"
"2175",14,2021-03-01,15339,"Morona Santiago"
"2176",14,2021-04-01,15472,"Morona Santiago"
"2177",14,2021-05-01,15391,"Morona Santiago"
"2178",14,2021-06-01,15408,"Morona Santiago"
"2179",14,2021-07-01,15332,"Morona Santiago"
"2180",14,2021-08-01,15376,"Morona Santiago"
"2181",14,2021-09-01,15679,"Morona Santiago"
"2182",14,2021-10-01,15715,"Morona Santiago"
"2183",14,2021-11-01,15801,"Morona Santiago"
"2184",14,2021-12-01,15763,"Morona Santiago"
"2185",15,2009-01-01,6617,"Napo"
"2186",15,2009-02-01,6756,"Napo"
"2187",15,2009-03-01,6828,"Napo"
"2188",15,2009-04-01,6858,"Napo"
"2189",15,2009-05-01,7006,"Napo"
"2190",15,2009-06-01,7041,"Napo"
"2191",15,2009-07-01,6654,"Napo"
"2192",15,2009-08-01,6509,"Napo"
"2193",15,2009-09-01,7254,"Napo"
"2194",15,2009-10-01,7488,"Napo"
"2195",15,2009-11-01,7612,"Napo"
"2196",15,2009-12-01,7608,"Napo"
"2197",15,2010-01-01,7604,"Napo"
"2198",15,2010-02-01,7846,"Napo"
"2199",15,2010-03-01,8029,"Napo"
"2200",15,2010-04-01,8227,"Napo"
"2201",15,2010-05-01,8434,"Napo"
"2202",15,2010-06-01,8622,"Napo"
"2203",15,2010-07-01,8702,"Napo"
"2204",15,2010-08-01,8770,"Napo"
"2205",15,2010-09-01,8916,"Napo"
"2206",15,2010-10-01,9079,"Napo"
"2207",15,2010-11-01,9374,"Napo"
"2208",15,2010-12-01,9282,"Napo"
"2209",15,2011-01-01,9174,"Napo"
"2210",15,2011-02-01,9642,"Napo"
"2211",15,2011-03-01,9865,"Napo"
"2212",15,2011-04-01,9899,"Napo"
"2213",15,2011-05-01,10079,"Napo"
"2214",15,2011-06-01,10446,"Napo"
"2215",15,2011-07-01,10628,"Napo"
"2216",15,2011-08-01,10724,"Napo"
"2217",15,2011-09-01,11016,"Napo"
"2218",15,2011-10-01,11149,"Napo"
"2219",15,2011-11-01,11281,"Napo"
"2220",15,2011-12-01,11327,"Napo"
"2221",15,2012-01-01,11274,"Napo"
"2222",15,2012-02-01,11453,"Napo"
"2223",15,2012-03-01,11915,"Napo"
"2224",15,2012-04-01,12051,"Napo"
"2225",15,2012-05-01,12137,"Napo"
"2226",15,2012-06-01,12077,"Napo"
"2227",15,2012-07-01,11993,"Napo"
"2228",15,2012-08-01,11953,"Napo"
"2229",15,2012-09-01,11981,"Napo"
"2230",15,2012-10-01,12093,"Napo"
"2231",15,2012-11-01,12028,"Napo"
"2232",15,2012-12-01,12079,"Napo"
"2233",15,2013-01-01,12146,"Napo"
"2234",15,2013-02-01,12683,"Napo"
"2235",15,2013-03-01,12747,"Napo"
"2236",15,2013-04-01,13029,"Napo"
"2237",15,2013-05-01,13154,"Napo"
"2238",15,2013-06-01,13292,"Napo"
"2239",15,2013-07-01,13293,"Napo"
"2240",15,2013-08-01,13372,"Napo"
"2241",15,2013-09-01,13456,"Napo"
"2242",15,2013-10-01,13727,"Napo"
"2243",15,2013-11-01,15262,"Napo"
"2244",15,2013-12-01,15030,"Napo"
"2245",15,2014-01-01,16769,"Napo"
"2246",15,2014-02-01,16952,"Napo"
"2247",15,2014-03-01,16927,"Napo"
"2248",15,2014-04-01,15110,"Napo"
"2249",15,2014-05-01,15108,"Napo"
"2250",15,2014-06-01,15152,"Napo"
"2251",15,2014-07-01,14594,"Napo"
"2252",15,2014-08-01,14616,"Napo"
"2253",15,2014-09-01,14707,"Napo"
"2254",15,2014-10-01,15010,"Napo"
"2255",15,2014-11-01,15153,"Napo"
"2256",15,2014-12-01,15123,"Napo"
"2257",15,2015-01-01,13506,"Napo"
"2258",15,2015-02-01,13587,"Napo"
"2259",15,2015-03-01,13497,"Napo"
"2260",15,2015-04-01,13437,"Napo"
"2261",15,2015-05-01,13602,"Napo"
"2262",15,2015-06-01,13760,"Napo"
"2263",15,2015-07-01,13751,"Napo"
"2264",15,2015-08-01,13747,"Napo"
"2265",15,2015-09-01,13775,"Napo"
"2266",15,2015-10-01,13713,"Napo"
"2267",15,2015-11-01,13591,"Napo"
"2268",15,2015-12-01,13544,"Napo"
"2269",15,2016-01-01,13205,"Napo"
"2270",15,2016-02-01,13326,"Napo"
"2271",15,2016-03-01,13361,"Napo"
"2272",15,2016-04-01,13194,"Napo"
"2273",15,2016-05-01,13183,"Napo"
"2274",15,2016-06-01,13042,"Napo"
